ts,src,dst,sport,dport,proto,length
1765271983.6424189,10.0.0.1,10.0.0.2,40000,80,TCP,160
1765271983.6449144,10.0.0.1,10.0.0.2,40000,80,TCP,462
1765271983.6670194,10.0.0.1,10.0.0.2,40000,80,TCP,1001
1765271983.67175,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271983.684653,10.0.0.1,10.0.0.2,40000,80,TCP,130
1765271983.6930726,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271983.7131288,10.0.0.1,10.0.0.2,40000,80,TCP,1091
1765271983.7159271,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271983.7272887,10.0.0.1,10.0.0.2,40000,80,TCP,645
1765271983.7280767,10.0.0.1,10.0.0.2,40000,80,TCP,1327
1765271983.7531211,10.0.0.1,10.0.0.2,40000,80,TCP,1102
1765271983.812156,10.0.0.1,10.0.0.2,40000,80,TCP,1062
1765271983.8203213,10.0.0.1,10.0.0.2,40000,80,TCP,642
1765271983.8752084,10.0.0.1,10.0.0.2,40000,80,TCP,1117
1765271983.893852,10.0.0.1,10.0.0.2,40000,80,TCP,1281
1765271983.9086714,10.0.0.1,10.0.0.2,40000,80,TCP,600
1765271983.9895744,10.0.0.1,10.0.0.2,40000,80,TCP,585
1765271984.0530496,10.0.0.1,10.0.0.2,40000,80,TCP,983
1765271984.1447852,10.0.0.1,10.0.0.2,40000,80,TCP,363
1765271984.1502,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271984.1986358,10.0.0.1,10.0.0.2,40000,80,TCP,115
1765271984.2368555,10.0.0.1,10.0.0.2,40000,80,TCP,1293
1765271984.2702441,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271984.2897613,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271984.3070505,10.0.0.1,10.0.0.2,40000,80,TCP,332
1765271984.3289096,10.0.0.1,10.0.0.2,40000,80,TCP,1480
1765271984.4045513,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271984.4152632,10.0.0.1,10.0.0.2,40000,80,TCP,1228
1765271984.4504597,10.0.0.1,10.0.0.2,40000,80,TCP,593
1765271984.4610474,10.0.0.1,10.0.0.2,40000,80,TCP,565
1765271984.48713,10.0.0.1,10.0.0.2,40000,80,TCP,1201
1765271984.4956822,10.0.0.1,10.0.0.2,40000,80,TCP,826
1765271984.4974146,10.0.0.1,10.0.0.2,40000,80,TCP,1466
1765271984.5099592,10.0.0.1,10.0.0.2,40000,80,TCP,284
1765271984.526551,10.0.0.1,10.0.0.2,40000,80,TCP,1061
1765271984.5272796,10.0.0.1,10.0.0.2,40000,80,TCP,967
1765271984.5291834,10.0.0.1,10.0.0.2,40000,80,TCP,252
1765271984.5292244,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271984.5488684,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271984.56966,10.0.0.1,10.0.0.2,40000,80,TCP,425
1765271984.5708396,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271984.575845,10.0.0.1,10.0.0.2,40000,80,TCP,1318
1765271984.5812438,10.0.0.1,10.0.0.2,40000,80,TCP,1293
1765271984.5951507,10.0.0.1,10.0.0.2,40000,80,TCP,500
1765271984.598927,10.0.0.1,10.0.0.2,40000,80,TCP,1227
1765271984.659059,10.0.0.1,10.0.0.2,40000,80,TCP,784
1765271984.671971,10.0.0.1,10.0.0.2,40000,80,TCP,448
1765271984.760596,10.0.0.1,10.0.0.2,40000,80,TCP,1122
1765271984.760633,10.0.0.1,10.0.0.2,40000,80,TCP,1471
1765271984.8225913,10.0.0.1,10.0.0.2,40000,80,TCP,360
1765271984.8652916,10.0.0.1,10.0.0.2,40000,80,TCP,602
1765271984.8757808,10.0.0.1,10.0.0.2,40000,80,TCP,256
1765271984.8887305,10.0.0.1,10.0.0.2,40000,80,TCP,232
1765271984.896888,10.0.0.1,10.0.0.2,40000,80,TCP,1267
1765271984.9064865,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271984.9177299,10.0.0.1,10.0.0.2,40000,80,TCP,685
1765271984.9331734,10.0.0.1,10.0.0.2,40000,80,TCP,377
1765271984.9342809,10.0.0.1,10.0.0.2,40000,80,TCP,1169
1765271984.965917,10.0.0.1,10.0.0.2,40000,80,TCP,245
1765271984.97325,10.0.0.1,10.0.0.2,40000,80,TCP,576
1765271985.0002964,10.0.0.1,10.0.0.2,40000,80,TCP,916
1765271985.0249424,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271985.029805,10.0.0.1,10.0.0.2,40000,80,TCP,773
1765271985.0356107,10.0.0.1,10.0.0.2,40000,80,TCP,917
1765271985.047537,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271985.0501387,10.0.0.1,10.0.0.2,40000,80,TCP,1500
1765271985.0656443,10.0.0.1,10.0.0.2,40000,80,TCP,928
1765271985.0948308,10.0.0.1,10.0.0.2,40000,80,TCP,624
1765271985.1053212,10.0.0.1,10.0.0.2,40000,80,TCP,495
1765271985.1339355,10.0.0.1,10.0.0.2,40000,80,TCP,923
1765271985.1509252,10.0.0.1,10.0.0.2,40000,80,TCP,328
1765271985.1643114,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271985.2538264,10.0.0.1,10.0.0.2,40000,80,TCP,1008
1765271985.2608628,10.0.0.1,10.0.0.2,40000,80,TCP,601
1765271985.282319,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271985.3043077,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271985.326687,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271985.3380215,10.0.0.1,10.0.0.2,40000,80,TCP,1460
1765271985.3788145,10.0.0.1,10.0.0.2,40000,80,TCP,959
1765271985.4718037,10.0.0.1,10.0.0.2,40000,80,TCP,383
1765271985.479853,10.0.0.1,10.0.0.2,40000,80,TCP,1454
1765271985.558807,10.0.0.1,10.0.0.2,40000,80,TCP,1285
1765271985.6655762,10.0.0.1,10.0.0.2,40000,80,TCP,219
1765271985.6882827,10.0.0.1,10.0.0.2,40000,80,TCP,145
1765271985.6918573,10.0.0.1,10.0.0.2,40000,80,TCP,1123
1765271985.6938686,10.0.0.1,10.0.0.2,40000,80,TCP,431
1765271985.70115,10.0.0.1,10.0.0.2,40000,80,TCP,774
1765271985.7082171,10.0.0.1,10.0.0.2,40000,80,TCP,459
1765271985.7259014,10.0.0.1,10.0.0.2,40000,80,TCP,1256
1765271985.7349415,10.0.0.1,10.0.0.2,40000,80,TCP,1097
1765271985.7610512,10.0.0.1,10.0.0.2,40000,80,TCP,264
1765271985.765357,10.0.0.1,10.0.0.2,40000,80,TCP,1390
1765271985.8180072,10.0.0.1,10.0.0.2,40000,80,TCP,409
1765271985.8424642,10.0.0.1,10.0.0.2,40000,80,TCP,945
1765271985.8541243,10.0.0.1,10.0.0.2,40000,80,TCP,882
1765271985.860785,10.0.0.1,10.0.0.2,40000,80,TCP,922
1765271985.870437,10.0.0.1,10.0.0.2,40000,80,TCP,996
1765271985.8722682,10.0.0.1,10.0.0.2,40000,80,TCP,868
1765271985.9072578,10.0.0.1,10.0.0.2,40000,80,TCP,670
1765271985.917877,10.0.0.1,10.0.0.2,40000,80,TCP,303
1765271986.0084515,10.0.0.1,10.0.0.2,40000,80,TCP,184
1765271986.0975235,10.0.0.1,10.0.0.2,40000,80,TCP,840
1765271986.2136874,10.0.0.1,10.0.0.2,40000,80,TCP,750
1765271986.2716358,10.0.0.1,10.0.0.2,40000,80,TCP,1112
1765271986.2857573,10.0.0.1,10.0.0.2,40000,80,TCP,531
1765271986.3902392,10.0.0.1,10.0.0.2,40000,80,TCP,716
1765271986.4594533,10.0.0.1,10.0.0.2,40000,80,TCP,558
1765271986.5499496,10.0.0.1,10.0.0.2,40000,80,TCP,992
1765271986.5612786,10.0.0.1,10.0.0.2,40000,80,TCP,142
1765271986.562037,10.0.0.1,10.0.0.2,40000,80,TCP,584
1765271986.573708,10.0.0.1,10.0.0.2,40000,80,TCP,405
1765271986.7008383,10.0.0.1,10.0.0.2,40000,80,TCP,1158
1765271986.7321863,10.0.0.1,10.0.0.2,40000,80,TCP,88
1765271986.7405355,10.0.0.1,10.0.0.2,40000,80,TCP,1072
1765271986.7554948,10.0.0.1,10.0.0.2,40000,80,TCP,1077
1765271986.792617,10.0.0.1,10.0.0.2,40000,80,TCP,294
1765271986.8010998,10.0.0.1,10.0.0.2,40000,80,TCP,926
